PROMEDIO	1	1818.2631578947369
PROMEDIO	10	994.5
PROMEDIO	100	2265.0
PROMEDIO	102	1597.0
PROMEDIO	103	2494.5
PROMEDIO	104	2392.0
PROMEDIO	11	706.0
PROMEDIO	113	1525.0
PROMEDIO	116	1893.5
PROMEDIO	12	2165.0
PROMEDIO	13	2894.25
PROMEDIO	14	1889.0
PROMEDIO	15	662.0
PROMEDIO	16	2378.6666666666665
PROMEDIO	17	2084.4285714285716
PROMEDIO	18	1025.5
PROMEDIO	19	1315.5
PROMEDIO	20	2774.25
PROMEDIO	21	1416.0
PROMEDIO	22	835.5
PROMEDIO	23	2541.5555555555557
PROMEDIO	25	2261.5
PROMEDIO	26	1801.7142857142858
PROMEDIO	27	1837.25
PROMEDIO	28	1784.6666666666667
PROMEDIO	29	1716.5
PROMEDIO	3	2019.8
PROMEDIO	30	2020.1666666666667
PROMEDIO	31	1838.0
PROMEDIO	32	2766.1111111111113
PROMEDIO	33	2201.6363636363635
PROMEDIO	34	1938.2222222222222
PROMEDIO	35	2004.625
PROMEDIO	36	1521.8
PROMEDIO	37	1731.5555555555557
PROMEDIO	38	2000.0
PROMEDIO	39	2159.75
PROMEDIO	4	1775.6666666666667
PROMEDIO	40	1812.6666666666667
PROMEDIO	41	2181.875
PROMEDIO	42	1407.4
PROMEDIO	43	3338.1428571428573
PROMEDIO	44	1976.625
PROMEDIO	45	2613.090909090909
PROMEDIO	46	2096.5
PROMEDIO	47	2142.4166666666665
PROMEDIO	48	3333.076923076923
PROMEDIO	49	1055.2
PROMEDIO	5	1644.5
PROMEDIO	50	2529.3636363636365
PROMEDIO	51	1981.4444444444443
PROMEDIO	52	2217.1111111111113
PROMEDIO	53	3504.4285714285716
PROMEDIO	54	1625.5714285714287
PROMEDIO	55	2613.714285714286
PROMEDIO	56	1874.25
PROMEDIO	57	2535.1111111111113
PROMEDIO	58	1884.1666666666667
PROMEDIO	59	2227.769230769231
PROMEDIO	60	2316.0
PROMEDIO	61	1837.6666666666667
PROMEDIO	62	2408.8
PROMEDIO	63	2069.3636363636365
PROMEDIO	64	2649.3333333333335
PROMEDIO	65	2076.1428571428573
PROMEDIO	66	2574.8
PROMEDIO	67	2682.875
PROMEDIO	68	1201.5
PROMEDIO	69	980.6666666666666
PROMEDIO	7	821.3333333333334
PROMEDIO	70	1690.0
PROMEDIO	71	3030.75
PROMEDIO	72	2356.5454545454545
PROMEDIO	73	1828.6
PROMEDIO	74	2576.714285714286
PROMEDIO	75	1290.2857142857142
PROMEDIO	76	1589.2857142857142
PROMEDIO	77	1803.7142857142858
PROMEDIO	78	2313.0
PROMEDIO	79	1389.0
PROMEDIO	8	1648.4
PROMEDIO	80	1975.5
PROMEDIO	81	2326.0
PROMEDIO	82	2289.0
PROMEDIO	83	1992.0
PROMEDIO	84	1413.0
PROMEDIO	85	2577.0
PROMEDIO	86	2298.6666666666665
PROMEDIO	87	3198.5
PROMEDIO	88	2011.0
PROMEDIO	89	2845.8333333333335
PROMEDIO	9	2115.5714285714284
PROMEDIO	90	1618.142857142857
PROMEDIO	91	2369.25
PROMEDIO	93	1667.6666666666667
PROMEDIO	94	2306.0
PROMEDIO	95	2536.3333333333335
PROMEDIO	96	1433.0
PROMEDIO	97	2400.5
PROMEDIO	98	2620.6
